x	y	label	key	showSelected1	showSelected2
1.615	30.4	Honda Civic	Honda Civic	32	4
1.835	33.9	Toyota Corolla	Toyota Corolla	32	4
1.935	27.3	Fiat X1-9	Fiat X1-9	32	4
2.14	26	Porsche 914-2	Porsche 914-2	32	4
2.2	32.4	Fiat 128	Fiat 128	32	4
2.32	22.8	Datsun 710	Datsun 710	32	4
2.465	21.5	Toyota Corona	Toyota Corona	32	4
2.62	21	Mazda RX4	Mazda RX4	32	6
2.77	19.7	Ferrari Dino	Ferrari Dino	32	6
2.78	21.4	Volvo 142E	Volvo 142E	32	4
2.875	21	Mazda RX4 Wag	Mazda RX4 Wag	32	6
3.15	22.8	Merc 230	Merc 230	32	4
3.17	15.8	Ford Pantera L	Ford Pantera L	32	8
3.19	24.4	Merc 240D	Merc 240D	32	4
3.215	21.4	Hornet 4 Drive	Hornet 4 Drive	32	6
3.435	15.2	AMC Javelin	AMC Javelin	32	8
3.44	18.7	Hornet Sportabout	Hornet Sportabout	32	8
3.44	19.2	Merc 280	Merc 280	32	6
3.44	17.8	Merc 280C	Merc 280C	32	6
3.46	18.1	Valiant	Valiant	32	6
3.52	15.5	Dodge Challenger	Dodge Challenger	32	8
3.57	14.3	Duster 360	Duster 360	32	8
3.57	15	Maserati Bora	Maserati Bora	32	8
3.73	17.3	Merc 450SL	Merc 450SL	32	8
3.78	15.2	Merc 450SLC	Merc 450SLC	32	8
3.84	13.3	Camaro Z28	Camaro Z28	32	8
3.845	19.2	Pontiac Firebird	Pontiac Firebird	32	8
4.07	16.4	Merc 450SE	Merc 450SE	32	8
5.25	10.4	Cadillac Fleetwood	Cadillac Fleetwood	32	8
5.345	14.7	Chrysler Imperial	Chrysler Imperial	32	8
5.424	10.4	Lincoln Continental	Lincoln Continental	32	8
